001049015|Marshfield Womenade Inc.|Marshfield|MA|United States|PC
016162330|Edward Payson George Charitable Tr|Boston|MA|United States|PF
030468317|Rhythmic Dreams Inc.|Newton|MA|United States|PC
042103554|Signature Healthcare Corporation|Brockton|MA|United States|PC
042104267|Guild of St. Agnes of Worcester Inc.|Worcester|MA|United States|PC
042105855|Worcester Academy|Worcester|MA|United States|PC
042145258|Carroll School Corp|Lincoln|MA|United States|PC
042266535|Rockport Art Association|Rockport|MA|United States|PC
042396835|Community Action Committee of Cape Cod & Islands Inc.|Hyannis|MA|United States|PC
042487200|Radcliff Child Care Centers|Cambridge|MA|United States|PC
042547352|Infants and Other People Inc.|Boston|MA|United States|PC
042596556|Advaita Meditation Center A Non Profit Corporation|Waltham|MA|United States|PC
042622121|Coastline Elderly Services Inc.|New Bedford|MA|United States|PC
042647967|On Luck Housing Development|Boston|MA|United States|PC
042673974|Lower Pioneer Valley Educational Corporation|W Springfield|MA|United States|PC
042697479|Cyprus American Archaeological Research Institute Inc.|Boston|MA|United States|PC
042718603|St. Marys Plaza Inc.|Wellesley|MA|United States|PC
042740051|South Shore Bible Speaks Inc.|Brockton|MA|United States|PC
042760680|Falmouth Ma Church of the Nazarene|East Falmouth|MA|United States|PC
042776020|Independent Living Resources Inc.|Florence|MA|United States|PC
042800438|Woburn Youth Soccer Association Inc.|Woburn|MA|United States|PC
042883153|The Massachusetts Association for Adult Day Health Services Inc.|Beverly|MA|United States|PC
042932984|Friends of the Dedham Council on Aging Inc.|Dedham|MA|United States|PC
042974999|Anchor Baptist Church|Woburn|MA|United States|PC
043020436|Freedom Ministries Inc.|Boston|MA|United States|PC
043059758|Galaxy Community Council|Westover Air Reserve B|MA|United States|PC
043091047|Scituate High Opportunities and Resources for Education Inc.|Scituate|MA|United States|PC
043114381|Cape Cod Senior Babe Ruth Inc.|Osterville|MA|United States|PC
043137940|Whitfield-Manjiro Friendship Society Inc.|Fairhaven|MA|United States|PC
043164996|Lexington Education Foundation|Lexington|MA|United States|PC
043183212|Turtle Woods Corps|Beverly|MA|United States|PC
043210036|Boston Boys Choir Inc.|Cambridge|MA|United States|PC
043232784|Theatre Espresso Incorporated|Jamaica Plain|MA|United States|PC
043250289|National Graduate School of Quality Management Inc.|Falmouth|MA|United States|PC
043268662|Taunton High School Faculty and Community Scholarship Fund Inc.|Taunton|MA|United States|PC
043286209|Jubilee Journey Incorporated|Florence|MA|United States|PC
043302474|Celestial Church of Christ Faith Parish|Natick|MA|United States|PC
043323718|Bontempo Inc.|Newton Centre|MA|United States|PC
043342124|New Life Baptist Church|Medford|MA|United States|PC
043369989|Lewis H Latimer Societ Inc.|Chelsea|MA|United States|PC
043394648|Nantucket Preservation Trust Inc.|Nantucket|MA|United States|PC
043410002|Amita Buddhism Society Inc.|Brockton|MA|United States|PC
043429017|Grace Church of God|Cambridge|MA|United States|PC
043448979|Orleans Citizens Forum|East Orleans|MA|United States|PC
043470631|Dorchester Youth Alternative Academy Inc.|Dorchester|MA|United States|PC
043489194|Colonial Bassett Hound Rescue|Middleboro|MA|United States|PC
043504566|Summer Star Foundation for Nature Art and Humanity Inc.|Boston|MA|United States|PF
043522067|Northeast Clown Institute Incorporated|Buzzards Bay|MA|United States|PC
043536671|Green Leaf Foundation|Boston|MA|United States|PF
043551290|Children Making Strides Foundation Corporation|Pocasset|MA|United States|PC
043566844|Tcb Connecticut Inc.|Boston|MA|United States|PF
043581652|Friends of Scale Inc.|Somerville|MA|United States|PC
046004402|Whitinsville Christian School|Whitinsville|MA|United States|PC
046043554|Phineas W Sprague Memorial Foundation|Mansfield|MA|United States|PF
046061117|Ames Foundation|Boston|MA|United States|PF
046112137|Vokes Players Inc.|Wayland|MA|United States|PC
046136783|Rotary Club Education Fund of Framingham|Waltham|MA|United States|SOUNK
046297436|Cape Cod Symphony and Conservatory of Music and Arts Inc.|Hyannis|MA|United States|PC
046721931|Donald H & Helen D Peach Scholarship Fund|Marblehead|MA|United States|PF
046903625|The Michael and Helen Valerio Charitable Foundation|Cummaquid|MA|United States|PF
061045656|Yankee Scholarship Foundation Inc.|Medford|MA|United States|PF
113731723|Friends of Newburyport Trees Inc.|Newburyport|MA|United States|PC
136161511|Iuliu Maniu American Romanian Relief Foundation Inc.|Boston|MA|United States|PC
200088948|Jc Enrichment Programs Inc.|South Easton|MA|United States|PC
200909252|Westwood High Alumni Association Inc.|Westwood|MA|United States|PC
201670260|Barrington Institute Inc.|Great Barrington|MA|United States|PC
202332178|Water Way Arts for Health and Energy Inc.|Brookline|MA|United States|PC
203305451|Biel Family Foundation Inc.|Southborough|MA|United States|PF
204057399|Resources for Renewal|Housatonic|MA|United States|PC
204980738|Newton Tanzania Collaborative Inc.|Newton|MA|United States|PC
205758511|Lindsay A Curtin Memorial Scholarship Fund|Brockton|MA|United States|PC
208104761|Dwss Inc.|Waltham|MA|United States|PF
222378773|David J & Sydney E Feldman Charitable Trust|Dedham|MA|United States|PF
222524784|Hardwick Rescue & Emergency Squad Inc.|Gilbertville|MA|United States|PC
222578641|Alewives Anonymous Inc.|Rochester|MA|United States|PC
222686614|The Tri-Town Baptist Church Inc. of Kingston Massachusetts|Pembroke|MA|United States|PC
222831171|New Repertory Theatre Inc.|Watertown|MA|United States|PC
222987575|Shiloh Church of God in Christ Inc.|E Longmeadow|MA|United States|PC
223093077|Mental Health Programs Inc. -vi|Newton|MA|United States|PC
223211223|Brownstone Gardens III Inc.|East Longmeadow|MA|United States|PC
223775805|The Brian R McNeil Foundation|Arlington|MA|United States|PC
237089741|Massachusetts Medical Benevolent Society|Waltham|MA|United States|PC
237211658|Norton Historical Society Inc.|Norton|MA|United States|PC
237367489|Mattapoisett Land Trust Inc.|Mattapoisett|MA|United States|PC
260218511|Dreamers Allstate|Barre|MA|United States|PC
261157347|Good Shepherd Evangelical Church Inc.|Hyde Park|MA|United States|PC
261864749|Ryalside Institute|Beverly|MA|United States|PC
262661195|Richard Lennon Memorial Fund|Middleboro|MA|United States|PF
263307647|2321 Cares|North Andover|MA|United States|PC
263918051|Boston Initiative to Advance Human Rights Inc.|Boston|MA|United States|PC
264658192|Morsel of Clay Company|Northampton|MA|United States|PC
270432438|Marlborough Brigham Family Trust|Marlborough|MA|United States|PF
271175639|Foundation for Agricultural Integrity|Jamaica Plain|MA|United States|PF
271722411|Wcs - 55 Lake Avenue Inc.|Shrewsbury|MA|United States|SO
272386235|Stylized Movement Inc.|Worcester|MA|United States|PC
273086626|Boys and Girls Club of Lunenburg Inc.|Lunenburg|MA|United States|PC
273821549|Titanic Theatre Company Inc.|Chestnut Hill|MA|United States|PC
275098915|Massachusetts Troop Welfare Council|Foxborough|MA|United States|PC
300233145|Northampton Rotary Foundation Inc.|Northampton|MA|United States|PC
311472444|Jerome A Schiff Charitable Tr|Wellesley|MA|United States|PF
320143953|Templo Pentecostal Senda Antigua Inc.|Springfield|MA|United States|PC
352355491|Sri Radha Bhakti|Holbrook|MA|United States|PC
383767385|Quaboag Regional High School Athletic Booster Club Inc.|Warren|MA|United States|PC
431976990|Elsevier Foundation|Newton|MA|United States|PF
452430954|Animal Shelter of Martha S Vineyard Inc.|Edgartown|MA|United States|PC
453362297|Straw Dog Writers Guild Incorporated|Florence|MA|United States|PC
454825017|Franklin Community Cable Access|Franklin|MA|United States|PC
510181012|Maria Marino Scholarship Fund|Avon|MA|United States|PF
521798177|Morris Schapiro and Family Foundation Inc.|Boston|MA|United States|PF
562291799|Kenneth W and Janice W Freeman Family Foundation Inc.|Brookline|MA|United States|PF
